,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
64,US,11522007,RSBUWUR6AHZRF,B003YBJA4E,88403309,"Maxwell House International Coffee French Vanilla Iced Latte Singles, 3.42-Ounce Boxes (Pack of 8)",Grocery,5,1,1,N,Y,Five Stars,I LOVE milk so my morning does not begin without this!,2015-01-21
65,US,50360013,RJ1OUAD1HXRVH,B002RBTVC8,798588145,"Lindt LINDOR White Chocolate Truffles, 60 Count Box",Grocery,5,0,0,N,Y,still in great favor with my wife,gave them as a gift for Christmas..... still in great favor with my wife...,2015-01-21
66,US,16985557,R1IKZCYE5JK6D1,B000YHNQSC,1728669,Anthon Berg Liquor Filled Dark Chocolates Holiday Gift Box Assortment Pack (Pack of 64),Grocery,4,0,0,N,N,Great gift idea for adults,My friend enjoyed this product and would purchase it for herself or others.,2015-01-21
67,US,9938747,R3O46IALAECM16,B003VFJK6G,457901537,Blue Raspberry Jolly Ranchers 160 pieces,Grocery,5,1,1,N,Y,Five Stars,:),2015-01-21
68,US,52718477,R28PCI76838T0Q,B008SUVMUQ,54303400,Trader Joe's Pecan Pralines (13 oz. (369g)),Grocery,2,0,0,N,Y,VERY DISAPPOINTED.,"VERY TASTY, BUT I WAS EXPECTING PRALINES WITH PECANS, NOT PRALINE COVERED PECANS. VERY DISAPPOINTED.",2015-01-21
69,US,13801110,R2F97ZTEODK3G8,B00DS842HS,552852355,"Viva Naturals Organic Extra Virgin Coconut Oil, 16 Ounce",Grocery,5,0,0,N,Y,Great product,Got what I was expecting.,2015-01-21
70,US,18185446,R3BR88ETMI577B,B00MNX5DUE,370849556,"Dunkin Donuts Apple Pie Flavored Coffee, 11 oz. Bag, Ground",Grocery,5,1,1,N,N,I love this coffee!!!,"I love this coffee, that smell and taste are so good, I can't live without this coffee anymore. I keep buying it, I hope they never stop to sale this flavor.",2015-01-21
71,US,16982996,RNBWTO9LBWP1Z,B00F0U8A98,653133137,Jelly Belly BeanBoozled Jelly Beans 3rd Edition (4-Packs) NEW Flavors Stinky Socks and Lawn Clippings,Grocery,5,0,0,N,Y,At last my search is over!,"Finally, the skunk-flavored jelly beans that I have been craving! Thank you for filling a much needed gap in the jelly-belly flavor spectrum!",2015-01-21
72,US,52043369,REVG84MR6K1PE,B00I7VDD4E,858837916,Taco Bell Fire Sauce 7.5oz Bottles (Pack of 2),Grocery,5,1,1,N,Y,... fire sauce packets you get a whole bottle to enjoy. It gives you the option of using it ...,Same product you get at Taco Bell but instead of asking for fire sauce packets you get a whole bottle to enjoy. It gives you the option of using it on  any food without having to get the one or two packets with an order from Taco Bell.,2015-01-21
73,US,21923080,R3GXVVYNP8SJHE,B0037EIQE8,948443887,Distinguished Red 2 Tier Cookie and Brownie Tower by Cornerstone Cookie Gifts,Grocery,4,0,0,N,Y,( otherwise- good cookies and,Very small portion. :( otherwise- good cookies and brownies,2015-01-21
74,US,35914869,R2096EWCKG271T,B00BIEO800,355095033,Sweety Drop Miniature Peppers (4.3 ounce),Grocery,5,0,0,N,Y,Yum yum!,"I hate peppers, but these little guys are so sweet and tasty! Now a staple in my pantry!",2015-01-21
75,US,41397185,R1WT7H7SE1HEWC,B00K7A2VRS,592181671,"Great Lakes Gelatin, 2 Collagen Hydrolysate 16-Ounce Cans and Measuring Spoons Combo Pack",Grocery,5,0,0,N,Y,Five Stars,"Excellent for joints, skin and hair health",2015-01-21
76,US,23816463,R1BD78WMEFT6JK,B00KZ2ZKYO,673803444,"Keurig, Donut House Collection, Cinnamon Roll Coffee, K-Cup packs, 72 count",Grocery,5,0,0,N,Y,Five Stars,Won't start my day without this!!!,2015-01-21
77,US,11591376,R8AX2HYZ49OWR,B000CQC050,801985943,Stash Tea Chamomile Nights Herbal Tea,Grocery,5,0,0,N,Y,We really enjoy it.,"This is the third time I have order this product.  We really enjoy it.,",2015-01-21
78,US,39148378,R3SKCQPSKWG2G3,B004AHPNUG,542476702,"Kuchenmeister Classic Stollen in Gift Box, 26 Ounce",Grocery,5,2,2,N,Y,Five Stars,Very good taste as I remember,2015-01-21
79,US,41542418,R3ML0HQ1TMFW4K,B004YEZ788,82677450,Got Milk Magic Milk Flavoring Straws Gluten Free Strawberry -- 6 Straws,Grocery,5,0,0,N,Y,They absolutely love them and think they are such a treat,I bought these for my niece and nephews for Christmas to put with their cups I had made for them.  They absolutely love them and think they are such a treat!,2015-01-21
80,US,45114283,R2UMQLO7R7F6G0,B00H8YGOMO,322121829,Bell Plantation PB2 Powdered Peanut Butter,Grocery,5,0,0,N,Y,Five Stars,super yummy and adds great flavor without the fat,2015-01-21
81,US,35226940,R1X0CA6DDNAF6K,B00CQNR64M,192810419,Gerber Soothe Probiotic Colic Drops,Grocery,2,2,3,N,Y,not pleased for price,"Expensive, came with a tiny &#34;cold pack&#34; which was completely melted, drops come out of bottle painfully slow",2015-01-21
82,US,19703294,RHRO8NE3X4Q65,B00IVDC0CY,806177513,Dried Fruits - SO2 & Potassium Sorbate Free by GERBS - Gluten - Peanut - Tree Nut - Soy - Egg - Dairy - Sesame - Mustard - Fish - Crustacean FREE. 100% All Natural. Packaged on Dedicated Equipment.,Grocery,5,0,0,N,Y,Five Stars,Delicious,2015-01-21
83,US,40687737,R2FN1QX5RAQ0R5,B00DW4OVCE,14307184,"Faeries Finest Sugar, Eggnog",Grocery,3,3,3,N,Y,hard to taste the eggnog flavoring,I was really hoping that the eggnog flavor would stand out.  It is barely noticeable.,2015-01-21
84,US,23426535,R21QJ3TV7519V7,B00A4BRAE4,222782818,Albert's Chocolate Ice Cubes 100 Count Tray,Grocery,4,0,0,N,Y,Four Stars,"Wonderful surprise for my hubby for Christmas, they arrived on time and he really enjoyed these classic chocolates!",2015-01-21
85,US,52613181,R3QXCGSMZ50342,B003YF4D9W,369426181,"Spice Appeal Herbs de Provence, 16-Ounce Jars",Grocery,2,1,1,N,Y,Security of Packaging,"My shipment arrived with about half a jar of spice but when I look at the product picture that is what they show. However, the top of the jar was barely tightened, and was not sealed which I don't like and makes me question tampering.",2015-01-21
