Unnamed: 0,Unnamed: 0.1,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score,food_safety_flag
160998,161012,US,43936929,RWT34J7LRMH8G,B00EYNR4H6,417817499,"Bolthouse Farms DAILY GREENS ""Kale, Spinach, Romaine"" 15.2 oz (12 Count)",Grocery,1.0,2.0,2.0,N,N,Made me sick,"Normally I don't even write reviews for anything but this definitely deserves a review, and for all the wrong reasons. I wanted to like this drink. The taste wasn't so great, but before I had even finished the whole thing I got really nauseous and threw up. It made me really sick until it was out of my system.",2015-07-06,-0.8523,1
169012,169029,US,2009466,R1ZCBJVNHRRXBH,B0000X0W6E,659668264,"Black Figs, 5lb",Grocery,1.0,0.0,0.0,N,Y,literally sickening,Terrible. Horrible. Made me sick. Unbelievably bad bad product should not have be sold as food. They company didnt even get back to me when i wanted to send them back.,2015-07-04,-0.9551,1
171500,171517,US,753990,R2S5Y3GTB42UOO,B0055UBV5S,947922898,Haribo Gummi Peach,Grocery,2.0,0.0,2.0,N,Y,they stink,They stink so I threw them away,2015-07-03,-0.4019,0\
171884,171901,US,18333274,R1KTH53MT0PAK2,B00J074W7Q,2499702,"Orgain Organic Plant Based Protein Powder, Packaging May Vary",Grocery,3.0,1.0,3.0,N,Y,Then I got sick with the double over painful gas cramps that others discuss and it takes two ...,"It was okay.  I was okay with the stevia and adding things to it.  It is a powder and so you may have to use a spoon to stir on top of a blender.  There is a slight hint of vanilla and it is not gross.  I was using it to replace two meals a day for weight loss.  Then I got sick with the double over painful gas cramps that others discuss and it takes two days to get it out of you.  A doctor told me it was the inulin others mentioned here.  I have tried it again.  If I stick below ten grams of fiber from the inulin in one day, I am okay.  More than this, it is very painful, had to eat kefir and take pepto to make the pain stop. If you have trouble with inulin, limit your consumption to no more than one serving a day or every other day.  I did not have this problem with the liquid version of this product",2015-07-02,-0.942,1
172031,172048,US,51190579,R32PY945Q31TU9,B00T14Q1V8,450478376,Golden State Fruit Happy Mothers Day Fruit Basket with Cheese and Nuts,Grocery,1.0,0.0,0.0,N,N,... in Ohio and she finally told me it was terrible! Four of the pieces of fruit were rotting ...,I bought this for my mom in Ohio and she finally told me it was terrible! Four of the pieces of fruit were rotting and the others did not taste good she said.  I was trying to give her a little California sunshine for Mother's Day but it didn't pan out as planned.,2015-07-02,-0.2696,0
174236,174254,US,1935504,R3SRXUQTQ7R0QN,B002QGLFXM,829639755,"Jelly Belly Bean Boozled Spinner Gift Box Game, Net Wt 3.5oz , PACKAGED BY SNACK BITES INC.",Grocery,2.0,0.0,0.0,N,Y,this was really horrible and it really stunk up my whole room thats ...,this was really horrible and it really stunk up my whole room thats gross and one of my friend actually trew up from eating this thange the flavors to more normal bad flavors!!!,2015-07-01,-0.905,1
175930,175948,US,2568021,RJDJRB7GXOHKR,B0009F3SAK,460300239,"Yogi Tea, Skin Detox - Soothing Rose Hibiscus, 16 Count (Pack of 6), Packaging May Vary",Grocery,1.0,17.0,24.0,N,N,Extremely sick,"I liked the taste, but this made me extremely sick. The first two times I drank it, it was fine. By the third day I felt sick immediately. I had been running back and forth from the bathroom at least 50 times in one day. I was nauseous, light-headed, and bed ridden for three days. I'm a pretty healthy person as it is, I just wanted to try a new tea. I guess I should've looked more into what detoxing does to you. The morning after taking it, I threw up immediately and continued to make rounds to the bathroom. I wasn't able to eat so naturally, I lost 3 pounds. Terrible experience :/",2015-07-01,-0.8872,1
184083,184102,US,21200972,RMR3L4Z32DXS4,B00J3FZV6G,998297581,"Soursop Graviola Guanabana exotic fruit by Gfruit. This is NOT a Juice, it is 100% Healthy Fruit.",Grocery,1.0,6.0,8.0,N,Y,It made me sick in my stomach,"After eating this, I feel like dying and my stomach hurts so bad that I can't do anything but be on my bed. It not as fresh as it's suppose to be. Be sure your stomach can handle this before you buy it",2015-06-28,-0.3692,1
188655,188674,US,36591470,RH1M7AZOZKWMD,B005DMGY1O,715219734,Earth's Best Organic Soy Infant Formula with Iron,Grocery,1.0,15.0,17.0,N,Y,poison,"This brand is very inconsistent in quality. The first batch we received it seemed fine and my son seemed to like it. No issues with gas or constipation. The next batch we received (subscribed with amazon) we immediately noticed something was wrong. When we mixed the bottles, it would foam up terribly. I ignored it since Gerber and similac did the same thing when we used those brands. Then my son started refusing to eat more than an ounce out of the bottle at each feeding. He was seven months old at the time so this is highly unusual. Again, I ignored this and assumed his appetite was decreased from teething. I kept telling myself &#34;this is the best for him since it's organic. No need to worry since he had no problems with it before.&#34;  Then my son starts belching and gulping in a sickly way. Kind of like an adult would if they have too much soda or if they have sour stomach...  Again I chalk it up to teething.  A few more days into this batch my husband and I are talking about his weird eating habits and his belching and my husband picks up the bottle I had just made. Takes a drink and immediately his eyes bug put. I take A drink to see what the problem is and to see if he's overreacting... I taste it and just start crying. It tasted like BC powder mixed in soda water. With a soured milk after taste... Freaking awful!!!! I've tasted other formulas and obviously they're not exactly yummy but none of them tasted like this. Like straight up poison. I am beyond furious! I'm mad at myself for forcing this garbage down my poor baby's throat :(  my advice to parents who formula feed is to watch your baby's reactions closely, don't ignore red flags, and TASTE the crap before you give it to your child.",2015-06-26,-0.9826,1
190331,190350,US,44240476,R2LNOU3ZKEU2LV,B0000UC7S8,579098714,"2 canisters of POWER Chai, 14oz.",Grocery,1.0,1.0,3.0,N,Y,Too strong and made me sick!,"I was extremely excited to finally find a chai mix without dairy as I'm lactose intolerant. I mixed it with almond milk and followed the directions exactly. The taste was good but a little too spicy for me. About an hour after drinking it, I began having horrible stomach cramps and was in the bathroom for the next 6 hours!!! So something in the mix made my tummy sick. Sadly now I'm stuck with two full canisters that I won't be drinking.",2015-06-25,-0.938,1
191175,191194,US,40224756,R122EQQLSNAI2Q,B00F3KEFCQ,147626862,"Macadamia Nuts Raw Unsalted Whole and Halves, 2Lbs by Green Bulk",Grocery,2.0,0.0,0.0,N,Y,Made me sick. Maybe I'm just reactive to too ...,Made me sick. Maybe I'm just reactive to too many but i think they are a little stale too.  Certainly not as fresh and large at the ones i find at the organic grocer.,2015-06-25,-0.2236,1
196241,196262,US,11198412,R2TZDD1XIVIJ34,B00CMS8RQC,268951569,"Albanese Confectionery Sugar Free Gummy Bears, 2 Pound",Grocery,4.0,19.0,23.0,N,Y,good but dangerous,"Tastes good, but I've been pissing out of my ass for hours now.....",2015-06-23,-0.81,1
200334,200356,US,22217191,R1MZ0KZPPX1SVP,B00NCBYNKM,563447623,Starbucks Caramel - 16 ct,Grocery,1.0,0.0,1.0,N,N,Tastes like poison.,"It's what I would expect poison to taste like. Like if I didn't know it wasn't poison, I would say &#34;hey this tastes like poison, we shouldn't drink this. Let's go to the hospital because we obviously just drank poison.&#34;",2015-06-22,-0.6124,0
202205,202227,US,4424887,R5LN672F31VHR,B0074ESQB0,604158486,"Diet Tea for Men and Women 30 Tea Bags, Three Ballerina",Grocery,1.0,1.0,2.0,N,Y,worst tea. feeling sick,does not work at all but making me bloated all day long. at the moment because of this tea i am still bloated and having a lot of chest pains to the point i cant sleep. please do not buy this tea. it will make you feel sick.  i will still with Mega Tea Green Tea.,2015-06-21,-0.8908,1
202731,202753,US,23007160,R3E0H59EJPVDSH,B000H25WMW,652112309,"Bear Creek Country Kitchens Soup Mix, 8.8 Ounce (Pack of 6)",Grocery,1.0,2.0,8.0,N,N,food poisoned…but now feeling better.,"I got food poisoning from this.  Vomited all of it up at 2:30 A.M.  Here is what happened.<br /><br />Prepared at about 9:30 PM, exactly according to instructions:  I brought 8 cups of Maine tap water to a rolling boil.  I whisked in the soup mix.  The empty package is sitting next to me as I type this.  The BEST BUY date on the package is January 14, 2017.  After the rolling boil I turned the heat down to medium and let the soup simmer for a good 10 minutes while occasionally stirring.<br /><br />Eating experience:  I took a long roll from the fridge and buttered it.  I dipped the roll in the soup and enjoyed this immensely.  I should mention though, that the taste of this Bear Creek mix was slightly suspicious from the outset.  It could have been much better.  I remember thinking that if it was homemade it would have had a much deeper broccoli/cheese flavor.  After I consumed the buttered roll, I poured the remaining soup in a cup with a dollop of creamery butter.  This was all consumed while watching a baseball game.  After the game I went to bed.<br /><br />I woke at 2:30 AM not feeling well.  Symptoms were slight nausea and the accompanying headache.  I drank some water and took two adult aspirins, thinking that this would allow me to settle down and return to sleep.  NOPE&#62;<br /><br />After about 15 minutes I began to realize that the nausea was getting worse.  I tried to get relief from burping.  NOPE.  Suddenly I realized that I was going to vomit.  As always when this happens to any of us….this was a very violent, upsetting experience.  But afterwards I felt greatly relieved.  The nausea gradually returned, and the nausea headache did not go away after the vomiting.  I contemplated going to the emergency room.  It is now a little after 8 AM and the nausea and headache are gone but I am exhausted.<br /><br />When I pass by Bear Creek Country Kitchen soups in the store aisle…..you can bet that I am going to give them a wide berth….VERY WIDE BERTH….never again.<br /><br />Robert Lee Kingnever again.<br /><br />Robert Lee King",2015-06-21,-0.0434,1
207380,207402,US,45515977,R2H8AFZK6ZCZMF,B00IOE88I0,780906082,"Diamond of California, Pistachios, 6 Ounce",Grocery,4.0,0.0,0.0,Y,N,"So easy to eat, they're downright dangerous!","I was offered a free bag of Diamond shelled California pistachios to review... so of course, I accepted!  The pistachios feel, smell and taste fresh.  The expiration date on the bag is just over a year out.  The only problem is that they are so easy to eat, they're downright dangerous!  You can just keep eating them with no work to get them out of the shell!  If you manage to put the bag down, you should refrigerate it.  Actually, you should refrigerate all nuts to keep them fresher longer as all nuts contain oils that go rancid and refrigeration will slow that process.  Note that these bags are only 6 ounces (1.5 cups), so the bags are smaller than you may expect.  However, since the nuts are shelled, there is no wasted space.  So if you have a recipe that calls for pistachios or just a hankering to put some on your ice cream or in a salad, these shelled California pistachios are a solid choice.",2015-06-19,-0.839,1
210669,210692,US,4932148,RUHXRT3JP8FGD,B004AVEW8G,111026707,Vegemite (220 gram),Grocery,2.0,1.0,1.0,N,Y,Turns out vegemite sandwiches are some form of punishment for really horrible criminals. It tasted like rotten nutella,I bought this because of that song &#34;I come from a land down under&#34; after hearing them sing about a vegemite sandwich. Turns out vegemite sandwiches are some form of punishment for really horrible criminals. It tasted like rotten nutella. So must be an acquired taste. My hats off to the man that can eat a jar of this.,2015-06-18,-0.9148,0
225105,225128,US,20656398,R2W6OGGXRGXZQY,B00MW9R2GM,229159103,Organic Oat Baby Cereal Made with Sprouted Whole Grain Oat - 7 Oz. (198 g) - 2 Pack,Grocery,1.0,0.0,1.0,N,N,stinky!,"My baby liked it at first but then after I used it a couple times I sniffed it and it reeked, like it was bad or expired, although it wasn't expired.  It smelled super rancid though.  I had a second package, also not expired, that hadn't been opened yet so I opened it to sniff test.  It reeked just as bad.  Maybe that's the way it smells but I did not feel comfortable giving any more to my baby.  Too bad because I am a huge believer in eating sprouted grains...",2015-06-12,-0.9707,1
232032,232056,US,3087874,R2QD6A1LC6IJPY,B00EJX1DYG,459799744,COS-SL Kirkland European Cookies with Belgian Chocolate 15 VARIETY FLAVORS Of 49.4 Oz BOX (3 LBS 1.4 Oz),Grocery,2.0,2.0,3.0,N,Y,Recipient complaints of odd chemical taste and odor.. Caused vomiting and 4 days sick response.,Recipient complaints of odd chemical taste and odor.. Caused vomiting and 4 days sick response.,2015-06-10,-0.8074,1
