Unnamed: 0,Unnamed: 0.1,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score,food_safety_flag
2110321,2110432,US,50097765,RKD4ZZ0D5TXWN,B000FMMTHK,162663470,Waggin Train Chicken Jerky Tenders 40oz,Grocery,1.0,3.0,4.0,N,N,"Buy these, make your dog sick.","I did not purchase this brand thru Amazon. I purchased this brand thru SAM'S CLUB.  This brand of treats made my dog violently ill. Pancreatitis and elevated blood sugar. wreching and explosive diarrhea for days. So if that is what you want to happen to YOUR dog, buy this jerky, Made in China, so your dog can have kidney damage and if they are really small they should be dead within days.  You want details, you want receipts, you want vet bills? I have them all.",2011-11-27,-0.9042,1
2110586,2110697,US,10263361,R7FBAPG0MYWHN,B0052DH5A8,629757706,"Milo's Kitchen Chicken Jerky Strips Dog Treats, 23 oz.",Grocery,1.0,1.0,1.0,N,N,Made my dog ill,"I purchased these from the local grocery store.  I don't know how I missed the Made In China on the label but I did.  I gave my dog one or two per a day for 3 or 4 days.  She became very listless and sleeping all day, stopped eating and was very warm to the touch(she is hairless).  I knew I hadn't changed anything besides these treats.  Went and checked the label and seen China.  Threw them away and after 2 days she was back to her spunky self.  The FDA has issued a warning regarding Chicken treats made in China.",2011-11-26,-0.2997,1
2110632,2110743,US,13673698,R2MSIR4OYXLV5K,B00330VHGK,494234983,Keebler Town House Flipsides Garlic Herb Pretzel Crackers,Grocery,1.0,0.0,0.0,N,N,Is this an attempt to make me throw up?,As soon as i took one bite i spit it out and threw the whole box out. Omg!!! This is the worst town house cracker i have ever eaten. It tastes the same as mixing milk and cola!!! Town house stop trying to kill your customers!,2011-11-26,-0.9212,1
2111938,2112049,US,10050420,R11O33H1RT786Z,B001AEX1FG,969947869,Waggin Train Chicken Jerky Tenders Dog Treats - 48oz. Bag,Grocery,1.0,3.0,3.0,N,N,danger,This product is made in China and can be harmful to your pet. FDA has issued warnings on chicken jerky from China.,2011-11-22,-0.296,1
2113953,2114064,US,51230956,R34XVMMMSSX6D1,B000FMMTHK,162663470,Waggin Train Chicken Jerky Tenders 40oz,Grocery,1.0,2.0,2.0,N,N,Two dog  sick nights,"I was buying two bags of these treats for my three dogs but now two of them are sick ,one has bloody loose stools and the other just loose bowels. Just looked up treats to see if this may have been the cause and found this web site. I am going to the vet at 4 o'clock . They have been on a rice and chicken diet ,I cook , so I know it isn't their dog food.",2011-11-15,-0.9349,1
2118594,2118705,US,34743377,RNRJXY14CZLP9,B000SARK0A,792561286,Davidson's Tea Bulk,Grocery,1.0,4.0,13.0,N,Y,"This tea is a good bargain, but it made me very sick","The tea is very relaxing and helped me sleep, however, It made me very sick.  since it has been the change of the seasons, I just thought I was catching a normal cold and did not realize it was the Chamomile tea that was making me sick.  I would wake in the morning and have to blow my nose 20 or 30 times to clear out all my mucus.  but the crazy thing is, I am on a dairy-free diet.  why would I have any kind of mucus?  for most of the day it felt like my sinuses were going to explode!  I felt very sick.  When I stopped drinking the tea, I felt normal again.  Please beware of this tea, it may have ragweed in it.  one day when I opened the top of the bag and smelled the tea, I sneezed!",2011-11-01,-0.7404,1
2125256,2125369,US,24545551,R3TO76KD85GUNR,B000ER5CTS,92995222,"Earth's Best Organic Teething Biscuits, 4.6 Ounce Boxes (Pack of 12)",Grocery,1.0,6.0,8.0,N,N,Messy and dangerous...,"My 9 month old is sprouting 6 teeth and I thought this would be great for him to hold and chew on (like a chew toy). The first time we gave him one was to keep him occupied while we were out having dinner, but to my horror, the mess he made while it dissolved in his hands and mouth didnt help us enjoy a meal. The table cloth, high chair and his clothes were all smeared with mush within a few short minutes. I had to take it away from him. The second time was at home (where I could bear the mess alittle more) I gave him a piece to entertain himself while I prepared dinner. He was entertained with it in his highchair for awhile - just enough time for me to wash the rice twice before putting them in the rice cooker, then I heard him coughing and gagging. Thankfully, he was only an arm reach away from me. When I stuck my finger into his mouth, I found the cause to be the 1/3 of the biscuit broken in there! Unless you are prepared to keep both eyes without blinking on your kid and use up a box of wipes cleaning up the mess; look for something else.",2011-10-13,-0.9095,1
2126482,2126595,US,45605672,R1CS4TWQVNTG4G,B002APWQ4G,889418469,"Timothy's World Coffee, Midnight Magic, Extra Bold, K-Cup Portion Pack for Keurig K-Cup Brewers (Pack of 50)",Grocery,1.0,0.0,0.0,N,Y,Coffee is good but K-cups stink,"Unfortunately these k-cups keep leaking in the Keurig coffeemaker.  Somehow the seal between the cup and foil lid does not hold under the pressure of the water infusion so coffee grounds and water come out into your cup (and all over the coffee maker). This problem does not occur with other K-cup brands. In addition, this is the second box of 50 that has shown this issue.  The coffee itself is tasty but the last thing you want to do pre-morning coffee is clean up a mess.",2011-10-09,-0.34,1
2128487,2128600,US,22433582,R3765L0ASI70GW,B0045XB47Q,908488054,"Red Rain Energy Shot, 2 Ounce Bottles (Pack of 12)",Grocery,1.0,2.0,3.0,N,Y,Made me ill,"No stars!!!  Other similar drinks of this size have been helpful doing what they promised. This brand failed to provide any uplift at all and did not taste good.  The bottle(s) appeared to have stain around the lid(s)once peeled open and actually made me ill. Bad batch???  I will never buy this again or recommend it to anyone else.  I had to discard the entire case (minus the one I drank) away. Not pleased at all.  Preferred to return/exchange, but no available address for liquids.  Bad business!!!",2011-10-04,-0.9399,1
2130645,2130759,US,21050346,R2I7FPYINXT4M1,B004WZ4HC6,139060354,Miracle Noodle Garlic and Herb Shirataki,Grocery,1.0,1.0,7.0,N,Y,they stink,Was extremely disappointed. They smelled so bad (rather fishy) and felt like chewing rubber. Was unable to eat them and had to throw them away.,2011-09-27,-0.7495,1
2133058,2133172,US,48455490,R1XD7AWP7R1HTR,B004JRXZKM,122523830,Miracle Noodle Pasta,Grocery,3.0,2.0,2.0,N,Y,"Smells like rotten fish, texture like jellyfish tentacles, taste like nothing","Well this is my first review, so lets make it a long one. The reason I am reviewing this particular item is because you CANNOT return it. I had never order food (if this really qualifies) from Amazon, and simply thought if I don't like I'll just send it back. Wrong!    My first impression was, what do I do with the liquid? The fettuccini comes in some type of brine or liquid preservative. After reading the package it says to pour the liquid out, rinse for 10-15 seconds, boil for 1 minute and then dry with a paper towel, after that simply add to your favorite dish. It is supposed to soak up the flavors in your dish.    Ok let's give it a shot. I cut a corner of the package and started pouring out the liquid. uhh, what is that awful smell...? The slimy liquid smells like fish. I had to open the faucet and wash the liquid as it hit the sink. I had to stop half way and wash my hands, the smell was very pungent.    I thought maybe this is an expire batch. So I looked for the expiration date and it read Nov 15, 2011. Ok, it is not rotten it is just the way it is. I got the strainer and just empty the rest of the packet in, liquid and all. I let the tap water hit it for about 30 second and took a swift, it still smell... so I man up and started washing the fettuccini by hand. It took about 2 minutes of running water and hand tossing to get all that liquid washed up.    I had a pot of boiling water going and put the fettuccini to cook for about a minute and a half, took it out and rinsed it in cold water (not in the instructions). Check for smell and it was gone. The true test was on the taste; well... it taste like nothing really, no flavor whatsoever. As far as texture it resembles pasta in looks; however, if I had to describe it I would say is like a jellyfish tentacle (not that I have ever eating one, but how I imagine it to be), somewhat chewy and a little slimy.     I did not have a prepared dish to add it to, so I added some parmesan cheese and ketchup and ate it like past. The verdict... it was a mediocre pasta imitation. Perhaps if I did not cook it myself but it was served to me, meaning I did not have to put up with the awful fish smell, I would have enjoyed it more. I just could not stop thinking, what am I eating?    The only reason I give it a 3 star is because aside from the fish smell at the beginning and that, what on earth is this? bouncing in my head the entire time, I think it could become an acquired taste. Also, if added to a soup or some heavy sauce dish, I can see a potential for this as filler.    At the end if you decide to try it, know that you may not be able to pass the fish smell and end up throwing the whole thing in the trash. I almost did. Also, remember that you may not return this product.    Bon Appétit",2011-09-20,-0.5995,1
2134172,2134286,US,41718188,R1GCRVZLSBWG69,B000633RG0,628960245,Multi-Cat Formula Clumping Cat Litter (25 lbs),Grocery,1.0,4.0,5.0,N,N,HORRIBLE TOXIC LITTER - I got sick!  Don't buy!,"Yikes!  This litter has an overpowering perfume odor combined with dust that gets all over you!  When putting new litter in last night, it was especially bad as breathing became compromised and the smell plus choking was scary!  Even after I left the area I could feel AND smell the litter on me and taste it in my mouth, plus I started having neurological symptoms. I became itchy, tense, anxious and my body felt like pins and needles were sticking me all over. Oh, and did I mention a huge migraine headache?    I purchased this clumping litter from Petsmart a couple of weeks ago because I had just purchased the Omega Paw Self-cleaning Litter Box here on Amazon. I had hoped for a high quality litter to use in the new box. I was highly disappointed!    Before last night, I had limited my exposure to this awful smelling stuff but still experienced some of the above symptoms to a lesser degree.  Today I ordered the highly rated Ever Clean litter from Amazon which is to be delivered tomorrow.  I hope I'm not disappointed.     Moral of story:  Check reviews on Amazon before you purchase anything.",2011-09-16,-0.5354,1
2134921,2135035,US,47024774,R1IDCPSBD6F323,B0006VM0LU,526894694,"Walden Farms Alfredo Sauce, 15 oz",Grocery,1.0,1.0,1.0,N,N,This made me want to throw up,"This made me want to throw up, I wouldn't even want to experiment with this product. Not just zero stars but negative stars.",2011-09-14,-0.6956,1
2135041,2135155,US,50324418,R1WSTEB5GZHYAM,B000EEWZAU,323988147,"Crown Prince Brisling Sardines, 3.75 Ounce (Pack of 12)",Grocery,1.0,3.0,8.0,N,Y,Fishy Wishy stinky too,"I like sardines, really I do, just havent tried this brand before, thought I'd give it a try. won't be making that mistake ever again.  The sardines were VERY small, lots of bones within them too, I guess some people would rather just eat the bones along with these fishies, but I don't like that.  And the supposed \\""smokey\\"" flavoring was very overwhelming, and I don't care for that much either.  I just canceled my subcribtion to these nasty little things.  In one word,  \\""ew\\"".  I wouldnt serve them to my kitty if he were still with me.  Better yet, I think I'll just dump the ones that're left, heck, if I were to package them and add them to a basket of food for the needy, I'd probably get it returned, these are just that nasty.  DON'T BUY, looks little discolored goldfish in these tin cans.  again, EWWW!  (oh and VERY stinky.....)",2011-09-14,-0.9311,1
2140452,2140567,US,31884688,R2UDF7TTF96K5T,B000FMMTHK,162663470,Waggin Train Chicken Jerky Tenders 40oz,Grocery,1.0,2.0,3.0,N,N,makes dogs sick,"would not recommend to feed to your dog if you value him. these made multiple dogs have diarrhea and some dogs even died because of contaminated batches. please stick to USA only made dog treats. once these treats were removed from my dogs diet, the diarrhea stopped completely so we threw the bag away, not worth it. there are too many GOOD dog treats out there to continue risking my dogs digestive health.",2011-08-28,-0.3056,1
2145585,2145700,US,52877973,R3MCOSL5Q8C4EM,B000FMMTHK,162663470,Waggin Train Chicken Jerky Tenders 40oz,Grocery,1.0,1.0,2.0,N,N,"These aren't treats, they are poison","We recently bought a package of these  a few weeks ago and just got some routine labwork back from one of our healthy adult dogs about to undergo anesthesia for teeth cleaning, showing elevated creatine levels. The vet is concerned that it could indicate kidney failure. Just two months ago his blood work was completely normal.    My senior shih tzu has stopped eating, is throwing up bile and drinking profusely.    The only food the two dogs shared was the chicken jerky - which is, surprise, surprise - made in China.    Why the FDA continues to allow these to be sold is beyond me, particularly after the melamine pet food incidents. How many dogs have to get sick and/or die before it is pulled? And shame on the American company that outsources these to China and denies any responsibility?",2011-08-11,-0.8504,1
2148957,2149072,US,51815270,R3AGS1CQFLKSZY,B002NNLRT0,618423378,"Tasty Brand Organic Fruit Snacks, Mixed Fruit Flavors, 2.75-Ounce Bags (Pack of 12)",Grocery,4.0,2.0,2.0,N,Y,"Fantastic candy, stinky packaging","I'd give this candy five stars (great texture, great flavor, pretty colors, no corn syrup!) except for the fact that the packaging it comes in has a distinct chemical smell - very like silicone, but with an edge of something else.  I don't know if it's the plastic or the printing or what, but if you have multiple chemical sensitivities, you may want to have someone else open this up for you and put the candy in another container so you don't have to deal with the chemical stink.  FWIW, the candy itself doesn't seem to pick up the smell, so maybe it is the ink on the outside of the pack after all.    I don't have MCS, but I found the smell so offensive that I dumped all the candy into a bowl and got rid of the packaging ASAP.  Just too stinky.  Sorry Tasty people, you make a great gummy, no question about it, but your packaging may taint the experience for some.",2011-07-29,-0.8605,1
2149241,2149356,US,38667883,R2HDE95KHG5QKJ,B000F8GWRM,338136234,"TWIZZLERS Twists, Strawberry, Sugar Free Licorice Candy / Snack, 5 Ounce Bag (Pack of 12)",Grocery,1.0,4.0,6.0,N,N,"Tastes fine, makes you sick in your gut!",I ate most of these in a small bag. I had the worst gas ever. My stomach felt like it had a giant balloon in it. It made noises. I had to use the restroom a lot. Don't buy these unless you can control your intake of them.,2011-07-28,-0.3818,1
2149425,2149540,US,30035614,R24QBUN3VX7OQK,B0029XBV0E,72971726,"Margaret Holmes, Green Boiled Peanuts, 13.5oz Cans (Pack of 6)",Grocery,1.0,5.0,9.0,N,N,"terrible product, rotten, black goo-like substance in shells.","I recently, in July of 2011, purchased this brand at my local Walmart store.  I was shocked at the horrible quality of the peanuts,  wether it be in the can, one gallon, or in the new tear bags that can be heated in the microwave oven.  The different kinds of packaging was fine, how ever the quality of the peanuts was just awful at best.  So many were just empty shells (approximately 30%) many had black like goo where the peanuts should be in the shells.  They appear to go from the ground directly into the boiling pot.  The taste is pure dirt water with grit in your mouth!  The shells are actually very ugly to look at before you start to open them.  They are very dirty, some look like normal peanuts, some were pure black in color, some have a good half with the other half nothing but soft mush.  Some looked like they had molded in the shell and then afterwards they were boiled and packaged ready to eat!  The peanuts I purchased had a really bad consistency in peanut quality. There is a lot of shell material in the cans, it makes one think that the company never changes out the water the use to boil in, hence the large amount of dirty shell particulate in the product.  Some of the shells were so rotten, I did not actually like touching the product with my fingers!  That is bad! Even trying to pick them apart was terminated because they were just too mushy and the inside merged with the shell to form a mass that definitely was not going into my mouth.  I threw them in the garbage disposal until I realized that I needed to save the can to take back to the store so Walmart management could see what it is they are selling to the public.  I honestly think they will be shocked at the condition of the product that comes inside these cans of supposedly jumbl, green, boiled peanuts.  Thank you.",2011-07-28,-0.6948,1
2149639,2149754,US,40412654,R1LOUJ4SON4S1P,B000LKVAGW,141592329,"Healthy Times Premium Organic Teething Biscuits, 6-Ounce Boxes (Pack of 12)",Grocery,2.0,3.0,5.0,N,N,A real danger to children,"While some kids might not have any problem with these, and they may taste okay, my daughter seems to choke on a broken off piece every time she has one, and she has two teeth that are hardly visible. The latest incident (third biscuit out of three) was so severe and scary that I've rendered the rest of the pack dog food. I really wonder how many kids have died off this product. Terrifying, to say the least.",2011-07-27,-0.9557,1
2150388,2150503,US,24970106,R1CMNLX19SJUIN,B003CIBPN8,394918493,Zico Pure Premium Coconut Water Bottles,Grocery,1.0,0.0,0.0,N,N,Potentially unsafe plastic type too,"First, I agree with the other reviewers about the \\""off\\"" flavor and I am confused about why they decided to add \\""natural flavors\\"" to coconut water that already tastes great by itself.  We are big fans of coconut water and have replaced all other drinks with it at family and other social gatherings.  But yesterday one of our family members pointed out the the bottles are plastic type #7 (unidentified plastics created after 1987, including the plastic type BPA!) and even more puzzling, the bottle lists another plastic type next to it saying its also a #2 plastic type but its HDPE compatible.  Its so frustrating (and embarassing that I didn't catch it before putting in the coolers)!",2011-07-24,-0.5493,1
2154447,2154562,US,44088580,RQPJ5V6RFQ8MY,B004LWLA9I,241664290,"Made In Nature Organic Club Pack, Mango, 24-Ounce",Grocery,1.0,0.0,2.0,N,Y,Love Dired Mangos but these smelled rotten.,"Most of the time I purchased the Philippine brand dried mangos but those not organic and they add sugar.  I will go back to those because these were a waste of my money.  The smell when I opened the bag was that of rotten fruit.  I let them sit in the refrigerator after I opened thinking it might get better and it did not.  The taste is a letter better than they smell but not enough that I can eat these.  I really hope this was just a bad bag, but I will not take the chance.",2011-07-09,-0.4625,1
2156236,2156351,US,14143436,R2WCA95QGT4RA7,B002J2YN2S,381819819,Pataks Garam Masala Paste(Glass Bottle)10 Oz,Grocery,3.0,1.0,1.0,N,Y,great product...rotten shipping,"The product I've used before so I know it's great, but in shipping the jar leaked all over..the seller did refund me 2 dollars tho",2011-07-02,-0.0691,0
2158510,2158625,US,20409078,R55Y6QDMZUV2R,B00020HHM2,392507155,Alvita Caffeine Free Fenugreek Seed Tea 30 Bags,Grocery,1.0,2.0,5.0,N,N,horrible taste & stinky,"i ordered this tea to produce more breastmilk after reading on forums how good it is. thinking that it is a very good item I ordered 4 box at one shot! What a mistake! I thought I could drink anything but this is the worst thing ever i ever tasted! Like few others say, it also stinks up your place. I dont know what to do with the whole 4 box, i wasnt even able to drink up the one single cup!",2011-06-23,-0.7067,1
2161864,2161981,US,40875473,R18UIZRUNDXRSF,B000GW46D4,655195187,"Jack Link's Premium Cuts Beef Steak, Peppered, Jumbo, 2-Ounce (Pack of 12)",Grocery,1.0,0.0,0.0,N,Y,2 more rotted beef steak in a carton,Over and over again I keep finding rotten or stinking beef steak in each carton . The quality control is very poor at Jack Link's,2011-06-10,-0.8777,1
2162932,2163049,US,29071691,R33M7MULA170TB,B002U5G3Z4,171706958,"SoBe Lifewater Lean Machine Fuji Apple Pear, 20 oz (Pack of 24)",Grocery,1.0,0.0,5.0,N,N,Make me sick!,"It tasted fine, but about 30 minutes after drinking the product it made me dizzy, hot and just feeling not so good!",2011-06-06,-0.6028,1
2167386,2167505,US,45188731,R229VTBKKRQNSS,B000I6JPQQ,785242946,Splenda No Calorie Sweetener Packets,Grocery,1.0,2.0,13.0,N,N,Splenda/sucralose is poison.,"Sucralose is a carcinogen & has been linked to strokes. It ought to be taken off the market. It IS good for killing ants,though.(REALLY!Try it!). Use stevia instead.",2011-05-19,-0.4738,1
2169688,2169810,US,11919011,RNMYW0AJMMN4V,B000ER6ZRG,92995222,"Earth's Best Organic Teething Biscuits, 4.6 Ounce Boxes (Pack of 12)",Grocery,5.0,0.0,0.0,N,N,great.not dangerous,"how can u say its not safe??????its great because they are hard,my son chews on them,they melt,yeah messy but...u put a bib on .it works for us",2011-05-10,-0.7753,0
2173049,2173173,US,14327824,RL6FFJBF6F70A,B000FFLHSY,985687682,Navitas Naturals Organic Goji Berries,Grocery,1.0,4.0,4.0,N,Y,These berries made me sick to my stomach.,"Well, I'm not one to leave bad reviews.  But...... these berries made me sick to my stomach.  I'm sorry to say that I will NOT be buying these berries again.... nor will I be buying ANY goji berries again.  After doing some research online I have found out that a LOT of people have had the same reaction.  If you're going to buy these berries, be careful.  I did see that one of the berries turned a bit gray as well....  I wasn't impressed.  :(",2011-04-27,-0.6597,1
2173677,2173801,US,50347326,R2LVVGRM08NC21,B001EO5LU0,7082814,Yummy Earth Organic Drops Pouches,Grocery,1.0,0.0,5.0,N,Y,rotten!,I am really disappointed - I order these candies regularly and for some reason this batch appeared to be old and rotten.... the flavors were off and even the colors of the candies were faded.  The strawberry was gray!   I threw most of them out.,2011-04-24,-0.5697,1
2174771,2174895,US,40242672,R3BKXYSLIKAIZT,B00472FDGS,306216685,"Terra Chips Blue Jalapeno Chili Crinkle Chips, 6-Ounce (Pack of 12)",Grocery,1.0,1.0,1.0,N,Y,Tastes like poison,Product quality is substandard. Each chip looks like scrap & rusty metal. The Monosodium Glutamate/MSG taste is overwhelming that no jalapeno can be tasted. This is the worst chip I have ever tasted.,2011-04-20,-0.5859,1
2175454,2175579,US,14448323,R1EUGI4EE91LKR,B002C50XA8,942711712,Deep River Snacks Kettle Chips,Grocery,1.0,4.0,8.0,N,N,Too many rotten chips!,"I love salt & vinegar kettle chips so I decided to try these after reading good reviews. When I received them, I noticed from the very first bag that over half of the chips were inedible due to rotten potatoes! I know how kettle chips should look, and I know what normal marks look like on chips. These were rotten. After waiting over a month for a response from the company, I finally found a phone number and called them, only to be told there was nothing they could do. The sad thing is, the chips that were edible were actually flavorful and tasty. Obviously they just don't care about consistent quality, so stay away from these chips!",2011-04-18,-0.461,1
2175606,2175731,US,27590881,RGSQG2SWQ7N1C,B000FFLHSY,985687682,Navitas Naturals Organic Goji Berries,Grocery,1.0,17.0,20.0,N,N,made me sick!,"I have purchased these a couple times from whole foods and decided to purchase on the internet due to lower price, however when I received them I took a handful and went to work, 20 minutes later I was struck with nausea and lower back pain..(kidney pain maybe?) I drank a lot of water and a couple hours later it went away. I didnt think it had anything to do with the berries then and a couple days later I was snacking on them and was struck with intense nausea and ill feeling all over, I was very close to vomiting for most of the day I felt AWFUL. These were without a doubt the culprit, I am very healthy and didnt change anything else in my diet at the time :( unfortunately I have a huge bag left to go to waste. After researching I found this brand to be inadequate in quality control and similar issues with their goji berries since they are grown in china and the quality control is sub par. It is very disappointing because this brand has an image that you think you can trust..ahhh it is a shame.",2011-04-17,-0.9762,1
2176083,2176208,US,25961421,R2790Z8LVYHN8R,B001PQTYN2,369606718,"Dave's Gourmet Sauce, 5 Ounce",Grocery,4.0,1.0,2.0,N,Y,This stuff is dangerous.,So I got this stuff Wednesday afternoon just in time for lunch. I used about a teardrop amount on my food and have to admit i was on the verge of sweating. Taste could be better but this stuff is hot! Be careful not to leave this stuff lying around the house though. My pops came home from work that same night and mistakened this for regular hot sauce. He doused his food with this stuff and got one bite before realizing something was wrong. He was in a lot of stomach pain (enough to bring him to the floor) and sweating as if he'd ran a marathon. Now there's a danger label on it that i personally made.,2011-04-15,-0.9487,1
