Unnamed: 0,Unnamed: 0.1,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment_score,food_safety_flag
266049,266081,US,39127916,R3N3N8HK4995SK,B006DR0HMU,466189891,Trader Joe's the Dark Chocolate Lover's Chocolate Bar (3.5 oz/ 1.7 oz bar)(Pack of 2 / Total of 4 Bars),Grocery,1.0,7.0,11.0,N,N,These have unsafe levels of both lead and cadmium. ...,"These have unsafe levels of both lead and cadmium. If the manufacturer was square, it would have the label warning about unsafe chemicals and both defects.  Please see the complete list here http://www.asyousow.org/our-work/environmental-health/toxic-enforcement/lead-and-cadmium-in-food/",2015-05-30,-0.4215,1
270489,270522,US,22952639,R3HT11UPDAKE99,B00BWV22DE,666416024,In Shell Walnuts - Oh! Nuts,Grocery,3.0,1.0,1.0,N,Y,Some rotten ones,"Too many rotten ones in my 2 bags, or it would be 4 stars",2015-05-28,-0.5106,0
275659,275692,US,31345052,R2Q0WS9DC6FP3B,B00O2CVF56,215460085,"Onnit MCT Oil - Pure MCT Coconut Oil, Ketogenic Diet and Paleo Optimized with C8, C10, Lauric Acid - Perfect for Coffee, Shakes, and Cooking (Flavorless - 24oz)",Grocery,2.0,1.0,3.0,N,Y,I don't feel anything and it made me sick. 2nd onnit product that i didn't like.,"I always heard about mct oil from Joe Rogan, caveman coffee, and Dave Asprey, so I got a bottle and so far I haven’t noticed anything. Well see if that changes  by the time I’m done with the bottle. It says its tasteless, but I personally taste like there’s a hint of soap in it. It reminds me of bubble solution you might use for little kids. Don’t take more than 1 tablespoon if you’re new to this stuff. It caused a day of watery defecation for me. I’m serious, it was a day. Sounds gross, but it’s a fact you have to know before taking this stuff. So start slow and build up over a few weeks. If you take too much, Your body will tell you over and over. This is the second time I’ve tried an onnit product and I ended up not liking it. Alpha brain gave me really bad stomach pains and this MCT oil doesn’t do anything for me and it gave me diarrhea. If I notice I feel any better then I’ll update this.",2015-05-26,-0.8004,1
281727,281760,US,276734,R3TJER95RX1GAX,B00PEQZXSY,812057321,X-Mode Energy Shots on Tap,Grocery,1.0,3.0,9.0,N,Y,So far it's made me very ill.,I drank 1 oz of this Friday and 2 ozs Sat. I had stomach cramps and puked all day and night Sat into Sunday morning now. I'm afraid to use the product again. After not using it a while I might try it one more time to confirm whether it was the product or a coincidence.,2015-05-24,-0.4215,1
285324,285358,US,41918911,RS230FN8C7ZW5,B0002IZD1G,53512756,Bull-Dog Vegetable & Fruit Tonkatsu Sauce 10.1 Fl. Oz.,Grocery,1.0,2.0,14.0,N,Y,An absolute disgust. The number 1 ingredient is literally poison,"An absolute disgust.  The number 1 ingredient is literally poison, followed by sugar, more sugar, and a little dash of sugar.  They know they are selling CRAP and actually try to cover up the ingredient label/nutrition information with a sticker.",2015-05-22,-0.8868,1
290180,290215,US,12531857,R126Y15KKN32ZH,B00R0OBLNE,588773473,"Namaste Foods Gluten Free Chicken Noodle Soup, 1.5 Ounce (Pack of 12)",Grocery,1.0,2.0,4.0,N,Y,They stink!!!!!!! It ...,"They stink!!!!!!! It must be made out of dead animals!!! There is major recall of Indian made noodles see here: [...]  Not to mention for $5 a pop, they should taste and smell right. I am not saying they are related but but makes you wonder.",2015-05-21,-0.5883,1
304128,304163,US,32402194,RLCA9EMQX13G7,B001VNECT0,982675166,"Frontier Fennel Seed Whole, 16 Ounce Bags (Pack of 2)",Grocery,1.0,2.0,3.0,N,Y,"This made me sick -- as in, graphically, ...","This made me sick -- as in, graphically, run to the bathroom kind of sick. Amazon's customer service was stellar and refunded me right away. Stay away from it!",2015-05-16,-0.784,1
309227,309262,US,43321542,R3FUOTJV3FSG1L,B00CR1CM0Q,685528109,"Ziyad Pure Desi Ghee Clarified Butter, 32 Ounce",Grocery,3.0,1.0,2.0,N,Y,Smells stinky but good for lamps,Lasts for diya but smells a little stinky.,2015-05-14,-0.4235,0
310685,310720,US,48480519,R35E5E691FUI5F,B00JHPFY4Q,400860530,Milo's Kitchen Chicken Jerky Strips (Made in USA) 25oz,Grocery,1.0,0.0,0.0,N,N,These are poison they say made the usa but the ...,These are poison they say made the usa but the chicken comes from China they killed my grandmother's dog please look up the statistics on these before you give them to your dog they have killed thousands,2015-05-14,-0.93,0
311214,311249,US,16098860,R295JKNAD1WC3N,B00HES7572,682334843,"Viva Naturals #1 Organic Maca Powder, Gelatinized for Enhanced Bioavailability, Non-GMO",Grocery,1.0,44.0,54.0,N,Y,Can be dangerous for some people,you had better be careful with this stuff...I took one tsp and my heart was literally skipping in my chest so hard you could see it through my shirt...I was faint and ended up having to go to the doctor to get a beta-blocker (which i have never taken) to make it stop.  Be warned.,2015-05-14,-0.1695,1
